ans,J2,J3,Energy,Sigma,gap,L,A1,A2,A3,B1,B2,phiA1
cb1,-0.07500000000000001,0.22500000000000003,-0.5000932398080601,1.6933941480759158e-09,0.00444804596510093,0.8015744980013221,0.5181052103809651,0.04865397233191723,0.3930683652719581,0.1955629183218051,0.1877756476446629,1.9394420468106743
A1,A2,A3,B1,B2,phiA1
24.214075189377127,-1.159627949220976,15.419110432901562,-12.209788735617622,14.002465853479862,2.286549838359519
