ans,J2,J3,Energy,Sigma,L,A1,A3,B1,B2,B3,phase,phase,phase,phase,phase,phase,phase,phase,phase
3x3,0.0,-0.025,-0.4707667284978751,2.2111293413296258e-11,0.7147940537689857,-0.5168681469552232,0.24499421950700762,0.17660494458808806,-0.0,-0.11680764343129879,100,100,100,100,100,100,100,100,100
A1,A3,B1,B2,B3
2.86554113722582,-0.0451860771008992,-6.618594561105928,0.0,0.05190292640112207
ans,J2,J3,Energy,Sigma,L,A1,A2,B1,B2,B3,phase,phase,phase,phase,phase,phase,phase,phase,phase
q0,0.0,-0.025,-0.4690712750627794,1.629169306468932e-12,0.7183142212591879,0.5168229285254851,0.0,0.18268774430860557,0.0,-0.25366518100212565,100,100,100,100,100,100,100,100,100
A1,A2,B1,B2,B3
4.645728245761006,-0.0,-5.962341731269526,0.0,0.5631606293025075
ans,J2,J3,Energy,Sigma,L,A1,A2,A3,B1,B2,phiA1,phase,phase,phase,phase,phase,phase,phase,phase,phase
cb1,0.0,-0.025,-0.46986240960275405,1.1738190342834611e-12,0.7125692918185114,0.5156690073868063,0.0,-0.2625962103084398,0.1735555387097002,0.0,1.956980681992727,100,100,100,100,100,100,100,100,100
A1,A2,A3,B1,B2,phiA1
3.7009839639372335,0.0,-0.05717648577442906,-5.954681192399841,0.0,0.08282162178317128
