ans,J2,J3,Energy,Sigma,L,A1,A3,B1,B2,B3,phase,phase,phase,phase,phase,phase,phase,phase,phase,phase
3x3,0.02,-0.04,-0.46657160694437577,1.2033711841666822e-11,0.7029613502043563,-0.5150884033720626,0.2271195864733031,0.17188614353690912,0.29088902184366106,-0.10946429185582607,100,100,100,100,100,100,100,100,100,100
A1,A3,B1,B2,B3
4.120759288655475,-0.08348877144932756,-5.77449199550854,-0.07999156893296336,0.07838174553837932
ans,J2,J3,Energy,Sigma,L,A1,A2,B1,B2,B3,phase,phase,phase,phase,phase,phase,phase,phase,phase,phase
q0,0.02,-0.04,-0.4707056202997293,3.326884074358271e-12,0.7248280210304783,0.5184003233999026,0.2372008851134102,0.18758167926436953,0.19536088961078257,-0.26818069515726495,0.1958574057422985,0.1958574057422985,0.1958574057422985,0.1958574057422985,0.1958574057422985,0.1958574057422985,0.1958574057422985,0.1958574057422985,0.1958574057422985,0.1958574057422985
A1,A2,B1,B2,B3
6.4253047316327505,0.08482103907883806,-3.3876235149379386,-0.07727152251161161,0.11290968161668806
ans,J2,J3,Energy,Sigma,L,A1,A2,A3,B1,B2,phiA1,phase,phase,phase,phase,phase,phase,phase,phase,phase,phase
cb1,0.02,-0.04,-0.4681448458525579,2.1866629452370715e-11,0.7074178623214187,0.5148263105166032,0.03901770917882526,-0.251719361679159,0.17133701295194823,0.137853993545061,1.9524859658758027,100,100,100,100,100,100,100,100,100,100
A1,A2,A3,B1,B2,phiA1
3.7604919180603265,0.07788214517729891,-0.08754108550123746,-6.026845689332887,-0.08160139230752077,0.07704497595480905
