ans,J2,J3,Energy,Sigma,L,A1,A3,B1,B2,B3,phase,phase,phase,phase,phase,phase
3x3,0.024999999999999998,-0.03,-0.46612610513586944,8.970428575446132e-12,0.7016992701850753,0.5149109629493376,-0.22722814764813992,0.171375464399792,0.2899410587671877,-0.10806549077391092,100,100,100,100,100,100
A1,A3,B1,B2,B3
3.5138003611951953,-0.15454304502322325,-5.902389687941553,-0.48300252691583234,0.019595436384594933
ans,J2,J3,Energy,Sigma,L,A1,A2,B1,B2,B3,phase,phase,phase,phase,phase,phase
q0,0.024999999999999998,-0.03,-0.47017043398142755,1.8301909080525e-11,0.7232848898756213,0.518325360694315,0.2362445225979998,0.1873204049703528,0.1948519083052835,-0.2666216888181718,0.16836940489917734,0.16836940489917734,0.16836940489917734,0.16836940489917734,0.16836940489917734,0.16836940489917734
A1,A2,B1,B2,B3
2.8432811655858377,0.09203748874379566,-8.863021427621362,-0.10125233984842207,0.05606626274345828
ans,J2,J3,Energy,Sigma,L,A1,A2,A3,B1,B2,phiA1,phase,phase,phase,phase,phase,phase
cb1,0.024999999999999998,-0.03,-0.4686130133879229,1.8458010920161945e-11,0.7089498715583936,0.515109859441003,0.039537021458497294,-0.2558485584042401,0.17206514502954448,0.1388410413175963,1.9498653507448662,100,100,100,100,100,100
A1,A2,A3,B1,B2,phiA1
3.771982726365812,0.09625633623480846,-0.06616929226752688,-5.9818261456831765,-0.103750341653893,0.0797200916389866
