ans,J2,J3,Energy,Sigma,L,A1,A3,B1,B2,B3,phase,phase,phase,phase,phase,phase,phase,phase,phase,phase,phase,phase,phase,phase,phase,phase,phase,phase,phase,phase,phase,phase,phase,phase,phase,phase,phase,phase,phase,phase,phase,phase,phase,phase,phase,phase,phase,phase,phase,phase,phase,phase,phase
3x3,0.030000000000000002,0.010000000000000002,-0.46696766889719826,9.182371187739401e-12,0.7040707451781764,0.5153385787014952,-0.2378816813638065,0.17235464457363037,0.2948642805305087,-0.1076080824168808,0.07403877777906685,0.07403877777906685,0.07403877777906685,0.07403877777906685,0.07403877777906685,0.07403877777906685,0.07403877777906685,0.07403877777906685,0.07403877777906685,0.07403877777906685,0.07403877777906685,0.07403877777906685,0.07403877777906685,0.07403877777906685,0.07403877777906685,0.07403877777906685,0.07403877777906685,0.07403877777906685,0.07403877777906685,0.07403877777906685,0.07403877777906685,0.07403877777906685,0.07403877777906685,0.07403877777906685,0.07403877777906685,0.07403877777906685,0.07403877777906685,0.07403877777906685,0.07403877777906685,0.07403877777906685,0.07403877777906685,0.07403877777906685,0.07403877777906685,0.07403877777906685,0.07403877777906685,0.07403877777906685,0.07403877777906685,0.07403877777906685,0.07403877777906685,0.07403877777906685,0.07403877777906685,0.07403877777906685,0.07403877777906685
A1,A3,B1,B2,B3
3.794575764075578,0.01743050148609637,-6.048384015675415,-0.566158231469322,-0.020761170560448884
ans,J2,J3,Energy,Sigma,L,A1,A2,A3,B1,B2,phiA1,phase,phase,phase,phase,phase,phase,phase,phase,phase,phase,phase,phase,phase,phase,phase,phase,phase,phase,phase,phase,phase,phase,phase,phase,phase,phase,phase,phase,phase,phase,phase,phase,phase,phase,phase,phase,phase,phase,phase,phase,phase,phase,phase
cb1,0.030000000000000002,0.010000000000000002,-0.47125186696863186,2.0958574016999006e-11,0.7172633406516791,0.5164018824462627,0.04166013507813081,-0.27578650129499216,0.1756242016123069,0.1452927624179601,1.9457658673782487,0.09691536816280888,0.09691536816280888,0.09691536816280888,0.09691536816280888,0.09691536816280888,0.09691536816280888,0.09691536816280888,0.09691536816280888,0.09691536816280888,0.09691536816280888,0.09691536816280888,0.09691536816280888,0.09691536816280888,0.09691536816280888,0.09691536816280888,0.09691536816280888,0.09691536816280888,0.09691536816280888,0.09691536816280888,0.09691536816280888,0.09691536816280888,0.09691536816280888,0.09691536816280888,0.09691536816280888,0.09691536816280888,0.09691536816280888,0.09691536816280888,0.09691536816280888,0.09691536816280888,0.09691536816280888,0.09691536816280888,0.09691536816280888,0.09691536816280888,0.09691536816280888,0.09691536816280888,0.09691536816280888,0.09691536816280888,0.09691536816280888,0.09691536816280888,0.09691536816280888,0.09691536816280888,0.09691536816280888,0.09691536816280888
A1,A2,A3,B1,B2,phiA1
4.004074849676121,0.11535217225832299,0.019539925235532857,-5.62233592998819,-0.12367884494642786,0.09126583933020746
