ans,J2,J3,Energy,Sigma,L,A1,A3,B1,B2,B3,phase,phase,phase,phase,phase,phase,phase,phase,phase,phase,phase,phase,phase,phase,phase,phase,phase,phase,phase,phase,phase,phase,phase,phase,phase,phase,phase,phase
3x3,0.030000000000000002,0.0049999999999999975,-0.4667448890979958,6.09687627624068e-12,0.70344187401988,-0.5152421215444574,0.23601008642717297,0.1721055042329692,0.2939005335549818,-0.10747101794654723,0.05293988901382936,0.05293988901382936,0.05293988901382936,0.05293988901382936,0.05293988901382936,0.05293988901382936,0.05293988901382936,0.05293988901382936,0.05293988901382936,0.05293988901382936,0.05293988901382936,0.05293988901382936,0.05293988901382936,0.05293988901382936,0.05293988901382936,0.05293988901382936,0.05293988901382936,0.05293988901382936,0.05293988901382936,0.05293988901382936,0.05293988901382936,0.05293988901382936,0.05293988901382936,0.05293988901382936,0.05293988901382936,0.05293988901382936,0.05293988901382936,0.05293988901382936
A1,A3,B1,B2,B3
3.969158334668461,0.009936496070099481,-5.632161404068477,-0.12284617768816662,-0.01004751837283756
ans,J2,J3,Energy,Sigma,L,A1,A2,A3,B1,B2,phiA1,phase,phase,phase,phase,phase,phase,phase,phase,phase,phase,phase,phase,phase,phase,phase,phase,phase,phase,phase,phase,phase,phase,phase,phase,phase,phase,phase,phase
cb1,0.030000000000000002,0.0049999999999999975,-0.4708757035521944,1.9234373109409475e-11,0.7160896074460534,0.5162394502364329,0.04136597589084539,-0.273205906514894,0.17515053456868113,0.14442580635290042,1.9460231398507568,0.06647507220504019,0.06647507220504019,0.06647507220504019,0.06647507220504019,0.06647507220504019,0.06647507220504019,0.06647507220504019,0.06647507220504019,0.06647507220504019,0.06647507220504019,0.06647507220504019,0.06647507220504019,0.06647507220504019,0.06647507220504019,0.06647507220504019,0.06647507220504019,0.06647507220504019,0.06647507220504019,0.06647507220504019,0.06647507220504019,0.06647507220504019,0.06647507220504019,0.06647507220504019,0.06647507220504019,0.06647507220504019,0.06647507220504019,0.06647507220504019,0.06647507220504019
A1,A2,A3,B1,B2,phiA1
3.7765346399284594,0.11396439347754442,0.009714451465450814,-5.640821143347648,-0.13389289676580987,0.08972493303875767
