ans,J2,J3,Converge,Energy,Sigma,gap,L,A1,A3,B1,B2,B3,phiB1,phiB2,phiA3
3x3_1,-0.15,0.07500000000000001,True,-0.5142173123106722,2.9433142931624105e-09,0.0014404741965472019,0.8329435379721148,0.522397479948503,0.34936507136994116,0.20444494283579545,0.38633965941149023,-0.16067815435931565,3.141707031830367,0.00019659964143289567,3.1407460816296715
