ans,J2,J3,Energy,Sigma,gap,L,A1,A2,A3,B1,B2,phiA1
cb1,-0.3,-0.3,-0.4747257045164313,1.0610362676323204e-08,0.08441533960497245,0.7134531407747996,0.4973610607581094,-0.052289620681347175,0.16047396396450456,0.13323289086035725,-0.20352205712517715,0.00028397891915592997
A1,A2,A3,B1,B2,phiA1
3.9076519797731635,-1.6843748618100562,-0.8484324354185446,-4.788724972115688,1.0393352845028403,0.04435118938772575
