ans,J2,J3,Energy,Sigma,gap,L,A1,A2,B1,B2,B3
q0,-0.22499999999999998,-0.22499999999999998,-0.48452730848595704,8.880566053604947e-09,0.002033745305846483,0.7568749114627604,0.5143783735533154,0.182704895791868,0.17905269591783035,0.2015228198611664,-0.26873563188077565
A1,A2,B1,B2,B3
2.192912518239609,-2.2308821456817896,-7.179812300250887,1.1761702722878908,0.2199351811782435
