ans,J2,J3,Energy,Sigma,gap,L,A1,A2,A3,B1,B2,phiA1
cb1,-0.3,0.0,-0.48708774456313264,1.6700741703765654e-08,0.0026065587776783403,0.7607727402593097,0.5196250712273431,0.030973703263806756,0.0,0.18845447952937397,0.1763327632905933,1.9981599048550165
A1,A2,A3,B1,B2,phiA1
3.766098544133456,-2.0147217227872716,0.0,-5.902944799629495,0.7251976796851523,0.1175082253723758
