ans,J2,J3,Energy,Sigma,L,A1,A3,B1,B2,B3,phase,phase,phase,phase,phase,phase,phase,phase,phase,phase,phase
3x3,0.030000000000000002,-0.015,-0.46589301423729235,6.9655042909479685e-12,0.7010403447597102,0.5148370210334443,-0.22907650858551498,0.17111345857700466,0.2899607552718406,-0.10675272326615409,100,100,100,100,100,100,100,100,100,100,100
A1,A3,B1,B2,B3
3.5755842725051727,-0.03402833570374845,-5.882738740406272,-0.1962874307751274,0.0286992651865029
ans,J2,J3,Energy,Sigma,L,A1,A2,A3,B1,B2,phiA1,phase,phase,phase,phase,phase,phase,phase,phase,phase,phase,phase
cb1,0.030000000000000002,-0.015,-0.46944144480895844,1.9325302609534635e-11,0.7116056016922561,0.5155625041205789,0.040302214419087865,-0.2625683653254074,0.17326406077657824,0.14084018887388744,1.9471744420415658,100,100,100,100,100,100,100,100,100,100,100
A1,A2,A3,B1,B2,phiA1
3.721301044462667,0.1152411499558608,-0.031030733541656013,-5.945133274388349,-0.1236788449395622,0.08382993188488116
