ans,J2,J3,Converge,Energy,Sigma,gap,L,A1,A3,B1,B2,B3,phiB1,phiB2,phiA3
3x3_1,0.22500000000000003,0.14999999999999997,True,-0.5664459620318874,8.741689891334619e-10,0.0024679311347724545,0.9214428018058048,0.5657783279604903,8.955405000871108e-06,3.2389060544424364e-06,0.36023554973076544,0.3200703201732996,3.1304858479572744,9.518920750650751e-06,0.0010608726678122515
