ans,J2,J3,Converge,Energy,Sigma,gap,L,A1,A3,B1,B2,B3,phiB1,phiB2,phiA3
3x3_1,-0.15,0.0,True,-0.7172530133012978,3.2691181438847507e-10,0.0016152462679162752,1.280722895059641,0.5731965620304994,0.0,1.9468714305137524e-06,0.4477621102840643,0.0,5.099047127180675,6.283172074778287,0.0
