ans,J2,J3,Converge,Energy,Sigma,gap,L,A1,A3,B1,B2,B3,phiB1,phiB2,phiA3
3x3_1,0.14999999999999997,-0.15,True,-0.629502800759676,8.417310786922612e-10,0.00180530159870577,1.0816582407158954,0.5736260162448971,3.666282421752043e-05,2.4797862752945488e-06,0.418478195638287,0.3996549726256693,3.143855860862541,-9.974264714941451e-05,0.0726244861885333
