ans,J2,J3,Converge,Energy,Sigma,gap,L,A1,A2,B1,B2,B3,phiB1,phiA2,phiB2
q0_1,-0.22499999999999998,0.0,True,-0.4707944860825088,2.7113105882421475e-09,0.0032288157500591566,0.710657634764318,0.5041131656957993,0.13880462894910897,0.14777350410729076,0.18187382029466537,0.0,3.141257953863038,3.142879452549133,3.1416853296864806
ans,J2,J3,Converge,Energy,Sigma,gap,L,A1,A2,A3,B1,B2,phiA1,phiB1,phiA2,phiB2
cb1,-0.22499999999999998,0.0,True,-0.5152784165155685,1.2542007503123576e-09,0.002915245794669153,0.828628519980355,0.5176472834432974,0.08674459655559888,0.0,0.1839287372221133,0.3346903712075769,1.9721948620389846,3.1448113100122135,4.20355854328375,5.295670915850304
