ans,J2,J3,Converge,Energy,Sigma,gap,L,A1,A2,B1,B2,B3,phiB1,phiA2,phiB2
q0_1,-0.3,0.14999999999999997,True,-0.46973341502304794,1.8136272658281548e-09,0.004130181968125705,0.7044205330725731,0.4986206615028626,0.10508005959561717,0.13504272074733606,0.17550960227237672,0.13903306785631409,3.142136060165622,3.145818719594547,3.14160591618496
ans,J2,J3,Converge,Energy,Sigma,gap,L,A1,A2,A3,B1,B2,phiA1,phiB1,phiA2,phiB2
cb1,-0.3,0.14999999999999997,True,-0.5546464161541865,2.2792307319884218e-09,0.0023499272881682635,0.9256833479381255,0.5151316315268586,0.10197163900113007,0.41612473048321824,0.1949962007888662,0.3656361538389444,1.9535040956581562,3.1467957222910257,4.205012218840652,5.305512813443378
