ans,J2,J3,Converge,Energy,Sigma,gap,L,A1,A2,B1,B2,B3,phiB1,phiA2,phiB2
q0_1,-0.3,0.07500000000000001,True,-0.47130533476059505,2.2311191677937177e-09,0.0037910953988867864,0.7093311304708855,0.4999196360681346,0.11400324530758506,0.13809750847342184,0.17846360705318284,0.15075971757984924,3.141481028580562,3.1463665784983736,3.141843700335784
ans,J2,J3,Converge,Energy,Sigma,gap,L,A1,A2,A3,B1,B2,phiA1,phiB1,phiA2,phiB2
cb1,-0.3,0.07500000000000001,True,-0.5423806466318936,3.0677372124640277e-09,0.0024817199202972757,0.8958842590200702,0.5161421825090511,0.09480725248458569,0.3919243274493234,0.19110747785378254,0.35701895176142484,1.9601714385779065,3.1465112710150978,4.204107939206393,5.303015539268561
