ans,J2,J3,Converge,Energy,Sigma,gap,L,A1,A2,B1,B2,B3,phiB1,phiA2,phiB2
q0_1,-0.15,0.14999999999999997,True,-0.46463079800981194,1.5197161208876654e-09,0.004151203834716031,0.6940383867282932,0.5032183971604216,0.1294722333848758,0.1454868445931013,0.17478540990435604,0.15540016701794845,3.141844912247726,3.1442224885755508,3.1415125385256983
ans,J2,J3,Converge,Energy,Sigma,gap,L,A1,A2,A3,B1,B2,phiA1,phiB1,phiA2,phiB2
cb1,-0.15,0.14999999999999997,True,-0.5195498296073654,5.635619854912878e-09,0.002544158532424141,0.8430405430798145,0.5181248461886521,0.10372778670170267,0.3885614128101883,0.19105617214111018,0.34747837117801006,1.957096736944544,3.1441910327498728,4.198360986833012,5.298936590654893
