ans,J2,J3,Converge,Energy,Sigma,gap,L,A1,A2,B1,B2,B3,phiB1,phiA2,phiB2
q0_1,-0.22499999999999998,0.14999999999999997,True,-0.466960612548811,1.302510679515917e-09,0.004224600616339099,0.6984690719172196,0.5007713147214139,0.11593690012921509,0.139833141794998,0.17483207475563023,0.14569996755479406,3.1420411627450515,3.1438798766852587,3.140805574842354
ans,J2,J3,Converge,Energy,Sigma,gap,L,A1,A2,A3,B1,B2,phiA1,phiB1,phiA2,phiB2
cb1,-0.22499999999999998,0.14999999999999997,True,-0.5365982151545383,1.1237519241197028e-09,0.002417855081717836,0.8836486861617686,0.516812204362771,0.10301706249598244,0.4041927307752792,0.19341862598388168,0.35747022486842706,1.9552995502701662,3.1454301946750918,4.2022112502510245,5.302693386494792
