ans,J2,J3,Converge,Energy,Sigma,gap,L,A1,A2,B1,B2,B3,phiB1,phiA2,phiB2
q0_1,-0.22499999999999998,0.22500000000000003,True,-0.4654968469049015,3.6080596495114013e-09,0.004833695776450504,0.6938758068161043,0.49937095963998335,0.10682655046288855,0.1366943396349847,0.17184813303567512,0.1338344414863703,3.141994452494554,3.141990987984601,3.1397995974063853
ans,J2,J3,Converge,Energy,Sigma,gap,L,A1,A2,A3,B1,B2,phiA1,phiB1,phiA2,phiB2
cb1,-0.22499999999999998,0.22500000000000003,True,-0.5496106447991164,2.5095015362277825e-09,0.0023043705873396544,0.9150551806348378,0.5151393844321298,0.10941310420491047,0.4283036580876724,0.19673111754127864,0.36629713004940967,1.9497741090425336,3.1455710892553848,4.1995087008522365,5.305735253985678
