ans,J2,J3,Converge,Energy,Sigma,gap,L,A1,A2,B1,B2,B3,phiB1,phiA2,phiB2
q0_1,-0.22499999999999998,0.07500000000000001,True,-0.46870324270015823,3.1056493055417008e-09,0.003676535139734276,0.7039645631993384,0.5023428690922339,0.12650673045564714,0.1434901450936552,0.1781148512709682,0.1594500697092769,3.14220064935485,3.1434220090382285,3.140693307289411
ans,J2,J3,Converge,Energy,Sigma,gap,L,A1,A2,A3,B1,B2,phiA1,phiB1,phiA2,phiB2
cb1,-0.22499999999999998,0.07500000000000001,True,-0.5251382603321064,3.5787926461566193e-09,0.0025985852210311734,0.8546673200945379,0.5176709221113175,0.09543900438350982,0.37723413837354625,0.18912983510518827,0.34685276662651604,1.962591588656984,3.14505384572327,4.20075664378073,5.299045467361225
