ans,J2,J3,Energy,Sigma,gap,L,A1,A2,A3,B1,B2,phiA1
cb1,0.14999999999999997,-0.3,-0.4544946652631623,3.5478549242130926e-09,0.03453185580735609,0.6689493303412736,0.5031826497776043,0.0205667124614368,0.1392504894406868,0.14937833656497673,0.07268569516165647,1.7926511490461843
A1,A2,A3,B1,B2,phiA1
35.554337252108326,15.522860774552782,-18.277157565194102,-9.80271419592782,-31.21369829273135,2.5265434189236653
