ans,J2,J3,Energy,Sigma,gap,L,A1,A2,A3,B1,B2,phiA1
cb1,0.07500000000000001,0.22500000000000003,-0.49081476538539315,1.2758654698390081e-08,0.004793917284778494,0.7770945955989172,0.5179762562515181,0.053624365809923066,0.37518761395563394,0.19125810811367347,0.17782494185075126,1.942949899322166
A1,A2,A3,B1,B2,phiA1
11.095568908103814,29.057423134304372,69.94227419454546,-29.133806478398583,-77.69718202155218,0.3695499461997542
