ans,J2,J3,Energy,Sigma,gap,L,A1,A2,A3,B1,B2,phiA1
cb1,-0.3,-0.3,-0.4700960098933375,0.00011445090852526811,0.09542068052354245,0.7068186904915937,0.5056149035409392,0.023052434736569847,0.1500520003931891,0.1569132295508112,0.15978924849242443,2.321964288755403
A1,A2,A3,B1,B2,phiA1
13.637035944924492,-223.05179925297125,-1812.6307121946184,-254.2397403715313,690.0244264862465,1051.544429864215
