ans,J2,J3,Energy,Sigma,L,A1,A3,B1,B2,B3
3x3,0.030000000000000002,-0.025,-0.465489788602289,4.5979695650022636e-12,0.6999039867637836,0.5146257962867482,-0.2256571454457863,0.1706178772667657,0.2880613050653077,-0.1064286574988319
A1,A3,B1,B2,B3
3.6288194665269775,-0.05290212712181453,-6.062927937297573,-0.1315059172811869,0.04890532423464032
ans,J2,J3,Energy,Sigma,L,A1,A2,A3,B1,B2,phiA1
cb1,0.030000000000000002,-0.025,-0.4687650428970295,1.4422653081882006e-11,0.7094841679688748,0.5152095919489955,0.039808829197579124,-0.2574840358192258,0.17232635369719396,0.13910619900684354,1.947897523685115
A1,A2,A3,B1,B2,phiA1
3.9036551770934014,0.11513012765339839,-0.05306866057697609,-5.733913343959697,-0.12367884494642781,0.08087202019188865
