ans,J2,J3,Energy,Sigma,gap,L,A1,A2,A3,B1,B2,phiA1
cb1,0.2625,-0.11249999999999999,-0.4589909401622818,1.4095371827309146e-09,0.011722555905136905,0.6808274980231256,0.5075055934006267,0.030800383182499978,0.1788649745911969,0.15656748085539332,0.08734556501181251,1.8021236442200583
A1,A2,A3,B1,B2,phiA1
3.4715008645491707,0.5741518371848997,-0.3272382365082649,-6.811717856436417,-1.6802670366189432,0.020919377341499512
ans,J2,J3,Energy,Sigma,gap,L,A1,A3,B1,B2,B3
3x3,0.2625,-0.11249999999999999,-0.43942500764782494,1.290425971828332e-09,0.09653084184313107,0.6343881925652789,0.495926275338232,0.08470552722376264,0.1333787180568623,0.1766136913321166,0.05038895852019006
A1,A3,B1,B2,B3
3.225697486897161,-0.33162361745553426,-6.927181050997433,-2.2959412149248237,0.20855539517583566
