ans,J2,J3,Converge,Energy,Sigma,gap,L,A1,A3,B1,B2,B3,phiA3
3x3_1,-0.3,-0.15,True,-0.5412091933463511,1.40136826691219e-09,0.0014509398579311144,0.9036495882107018,0.5235240244075612,0.3460970124441936,0.21615944478858098,0.4067543222951371,0.18592438638612152,6.283009281952498
