ans,J2,J3,Converge,Energy,Sigma,gap,L,A1,A3,B1,B2,B3,phiA3
3x3_1,0.22500000000000003,-0.22499999999999998,True,-0.44132884705307945,7.987017822124746e-10,0.08929103303114116,0.6388696079155427,0.49658691044038683,0.0839759557573433,0.13500035396888913,0.1797983587062386,0.05615124322884157,6.279269189011262
