ans,J2,J3,Converge,Energy,Sigma,gap,L,A1,A3,B1,B2,B3,phiA3
3x3_1,0.22500000000000003,-0.07500000000000001,True,-0.4421825780573411,2.0309854370778763e-09,0.09334918389589698,0.6402355987386258,0.498572422276742,0.1046234772798496,0.13789948547987,0.19055886870738117,0.05489490918127599,6.2745734989855135
