ans,J2,J3,Converge,Energy,Sigma,gap,L,A1,A3,B1,B2,B3,phiA3
3x3_1,-0.22499999999999998,-0.3,True,-0.5079889775138685,1.354404096634389e-09,0.0016561561262378823,0.8178171443971323,0.5225323441749103,0.28902472414853214,0.20364716629137694,0.3688405525580441,0.17015111191112994,-6.563193721524697e-05
