ans,J2,J3,Converge,Energy,Sigma,gap,L,A1,A3,B1,B2,B3,phiA3
3x3_1,0.14999999999999997,-0.22499999999999998,True,-0.446790651179183,4.2507236915012685e-10,0.051154424385169435,0.6512949935560546,0.5008738374292305,0.110977519798391,0.14301899422237763,0.20264453131457633,0.06797959861285043,6.28227284672575
