ans,J2,J3,Converge,Energy,Sigma,gap,L,A1,A3,B1,B2,B3,phiA3
3x3_1,0.3,0.14999999999999997,True,-0.4373902334412339,1.7338962122099882e-09,0.0751398180003146,0.6295611081789086,0.495118006771034,0.0008733169447750302,0.13168372583871954,0.17287974784084748,0.04272024499158882,1.5630959552623944
