ans,J2,J3,Energy,Sigma,gap,L,A1,A3,B1,B2,B3
3x3,0.09999999999999998,-0.3,-0.45406902240363545,0.05205898247815053,0.08452750622842099,0.6700132521421612,0.5258829919196768,0.09000000000072292,0.1679000000097403,0.3500000000434614,0.1099999999784949
A1,A3,B1,B2,B3
2.9115043709282418,-1.4809264925474963,-7.963074644123935,-0.6259437412836633,0.47800652325236115
