ans,J2,J3,Energy,Sigma,L,A1,A3,B1,B2,B3
3x3,-0.3,-0.06,-0.5483708642558998,4.699328191894892e-11,0.9216452820495447,0.5226441397241317,0.36260691553370683,0.2172840996742195,0.41298056642529785,0.18401797019073174
A1,A3,B1,B2,B3
14.600542994384753,13.923195931039562,-0.6773470673412536,10.127010341400572,11.085132811342492
