ans,J2,J3,Energy,Sigma,L,A1,A3,B1,B2,B3
3x3,-0.3,-0.18,-0.5376113471574494,3.181553574550729e-11,0.895654339832491,-0.5231725197671766,-0.3397116473511148,0.21531915300822202,0.40342773041398605,0.18313459297610402
A1,A3,B1,B2,B3
-0.9811040866959018,-9.753087227790376,-12.102319146473793,-0.8776313010618675,-8.68838334585302
