ans,J2,J3,Converge,Energy,Sigma,gap,L,A1,A2,B1,B2,B3,phiB1,phiA2,phiB2
q0_1,-0.3,0.22500000000000003,True,-0.4684357688534766,2.4902475779789832e-09,0.0008577883903896149,0.7016791492876592,0.500423388867039,0.09436541463201005,0.1428110177757662,0.17585096726314375,-0.14661668284602045,3.1416907691961695,3.225577443307322,3.140544256125213
