ans,J2,J3,Converge,Energy,Sigma,gap,L,A1,A2,B1,B2,B3,phiB1,phiA2,phiB2
q0_1,-0.22499999999999998,0.3,True,-0.4637344606219909,1.510130863014108e-09,0.0010972738460108672,0.6898249616111684,0.5004784384578249,0.09445458108054158,0.1428101878491039,0.17153593832547162,-0.13733625415005074,3.142194887606,3.2198372641788318,3.1405084342000436
