ans,J2,J3,Converge,Energy,Sigma,gap,L,A1,A2,B1,B2,B3,phiB1,phiA2,phiB2
q0_1,-0.3,0.14999999999999997,True,-0.4701937787208627,1.6401334375193708e-09,0.0007336534098536707,0.7072196148144564,0.5019235976316162,0.10259641673234175,0.14619312381333244,0.1790571188395664,-0.15982396051949055,3.1421501693390015,3.2216287194418634,3.1396843669665566
