ans,J2,J3,Converge,Energy,Sigma,gap,L,A1,A2,B1,B2,B3,phiB1,phiA2,phiB2
q0_1,-0.3,0.3,True,-0.4669495932953221,5.365876312001068e-10,0.0009533883742282136,0.6970486693819574,0.4990856696772946,0.08725748642505797,0.13989011878699165,0.1730107187540859,-0.13508302764774072,3.141882695159701,3.2235985853377187,3.1411626813353744
