ans,J2,J3,Converge,Energy,Sigma,gap,L,A1,A2,B1,B2,B3,phiB1,phiA2,phiB2
q0_1,-0.3,0.07500000000000001,True,-0.4722894309315259,2.8078716711100093e-09,0.0006534423119942954,0.7138588572735747,0.503585705871732,0.11216990905744963,0.150131737602839,0.18259279813998533,-0.17454407696417934,3.141825715800443,3.2228265798765277,3.1400115367754213
ans,J2,J3,Converge,Energy,Sigma,gap,L,A1,A2,A3,B1,B2,phiA1,phiB1,phiA2,phiB2
cb1,-0.3,0.07500000000000001,True,-0.5360012874079065,3.9963528299114984e-09,0.00047766888168555464,0.8789351783177061,0.5157973873640742,0.11941440328384978,-0.39820541584791774,0.19368076933591089,0.35495321012951464,1.9516373149944974,3.139544235817072,4.113755223040993,5.297647977063705
