ans,J2,J3,Converge,Energy,Sigma,gap,L,A1,A2,B1,B2,B3,phiB1,phiA2,phiB2
q0_1,-0.22499999999999998,0.14999999999999997,True,-0.46713089392964485,1.5914604061919996e-09,0.0008298948746205911,0.7005943024616449,0.5037158701226875,0.1117973253600132,0.1498728119851109,0.17816092910436024,-0.16454896395199328,3.1418786237592182,3.219926358464571,3.1407987966015427
