ans,J2,J3,Converge,Energy,Sigma,gap,L,A1,A2,B1,B2,B3,phiB1,phiA2,phiB2
q0_1,-0.3,-0.15,True,-0.48149108978635236,2.9658018118106076e-09,0.0004260255492082967,0.7432474359340329,0.5094005203590883,0.14986977558883421,0.16570027014015634,0.19529572731623743,-0.23118340962043843,3.142341376057772,3.2184454117634065,3.140059413081687
