ans,J2,J3,Converge,Energy,Sigma,gap,L,A1,A3,B1,B2,B3,phiB1,phiB2,phiA3
3x3_1,0.14999999999999997,0.14999999999999997,True,-0.4562400944027667,7.469075376224979e-10,0.05952875267131765,0.6719078942312073,0.5098427036125728,0.21513554245885944,0.1569864080136751,0.26059921329096297,-0.0785219456633117,3.1415642744246384,0.00027588656635335514,3.142167717112355
