ans,J2,J3,Converge,Energy,Sigma,gap,L,A1,A3,B1,B2,B3,phiB1,phiB2,phiA3
3x3_1,-0.3,-0.3,True,-0.5326711587619457,4.002996371496578e-09,0.0032862821958212843,0.8774127275771904,0.5242438530667978,0.31680126432518485,0.2125260205920723,0.393169054292537,-0.188807861243639,3.141577937280656,-0.000283006120712947,3.141617857798552
