ans,J2,J3,Converge,Energy,Sigma,gap,L,A1,A3,B1,B2,B3,phiB1,phiB2,phiA3
3x3_1,0.3,-0.07500000000000001,True,-0.4393859180835548,2.8251910001377294e-09,0.08894036988718526,0.6316767287057771,0.49563722710635927,0.07753937909091055,0.1307103481730687,0.17088207174272235,-0.054075036327442004,3.14159070836914,0.0004589104598590649,3.1306924542827685
