ans,J2,J3,Energy,Sigma,gap,L,A1,A3,B1,B2,B3
3x3,0.0,-0.07500000000000001,-0.46802644741118504,8.133133895105613e-10,0.0013831705254010588,0.7082053583331794,0.5156067901609407,-0.22891517118936708,0.17425703776174647,0.0,-0.1139366949677826
A1,A3,B1,B2,B3
24.339918969218388,-9.473699602580155,-9.346079465899493,0.0,6.616762693312239
