ans,J2,J3,Converge,Energy,Sigma,gap,L,A1,A2,B1,B2,B3,phiB1,phiA2,phiB2
q0_1,-0.22499999999999998,0.07500000000000001,True,-0.4966496766339229,2.6288075946115873e-09,0.006714412214112984,0.7681933550742882,0.49380064550790104,0.039592469239066085,0.04442708835927868,0.18033381432795767,0.11590298889565562,3.144783162868675,3.199674871930245,3.1402284366909576
