ans,J2,J3,Converge,Energy,Sigma,gap,L,A1,A3,B1,B2,B3,phiB1,phiB2,phiA3
3x3_1,0.3,0.07500000000000001,True,-0.4381853733359687,3.3562318700779712e-09,0.08391839097692975,0.6312142494022419,0.4966299307209829,0.10094005624912633,0.1338140729406823,0.1820741926611385,-0.04585059962919286,3.1418651985298403,1.2473151985119952e-05,3.1329874556171124
