ans,J2,J3,Converge,Energy,Sigma,gap,L,A1,A3,B1,B2,B3,phiB1,phiB2,phiA3
3x3_1,0.07500000000000001,-0.22499999999999998,True,-0.4564131855399064,3.0577269209293278e-09,0.02555753846317417,0.6719345105820534,0.5074729691646215,0.14704110148950159,0.1540528594175636,0.23551209842806506,-0.09433757072218493,3.1416713509060057,-0.000450644857410376,3.1432146823671987
