ans,J2,J3,Converge,Energy,Sigma,gap,L,A1,A3,B1,B2,B3,phiB1,phiB2,phiA3
3x3_1,-0.15,-0.3,True,-0.49204424104724453,2.1042331208951146e-09,0.004710096988711955,0.769930428048853,0.5212003626028501,0.25411984393676884,0.19189190475835707,0.33782449424845895,-0.15825657847052887,3.14148172699389,-0.00028574786334182125,3.1420337406246515
