ans,J2,J3,Converge,Energy,Sigma,gap,L,A1,A3,B1,B2,B3,phiA3
3x3_1,0.3,-0.15,True,-0.43710873430254377,8.195553684326419e-10,0.09070325073784642,0.6297669454550313,0.49367651390300854,0.06840165277934271,0.1296022492282733,0.16512132140433147,0.04689212625361998,6.2781704380861045
ans,J2,J3,Converge,Energy,Sigma,gap,L,A1,A2,B1,B2,B3,phiA2
q0_1,0.3,-0.15,True,-0.5181822564282301,1.2228087234208457e-09,0.0018034439007826957,0.8641136882429874,0.5199947980377755,0.3852803496106144,0.23160534116488507,0.22101306081048336,0.40777678905507514,3.141585456857078
ans,J2,J3,Converge,Energy,Sigma,gap,L,A1,A2,A3,B1,B2,phiB1,phiA2
cb2,0.3,-0.15,False,-0.5179101763661468,0.03689340234890136,0.08993793568845279,0.8127236358851154,0.49954234564221517,0.19160075718020442,7.419487468851571e-09,1.0790624351136868e-05,5.444532047427231e-10,4.712302825850834,3.1417308351058257
ans,J2,J3,Converge,Energy,Sigma,gap,L,A1,A2,B1,B2,B3,phiB1,phiB2
oct,0.3,-0.15,False,-0.4569765439486214,2.0756856001494717e-09,0.03363751973186131,0.6818908930910099,0.49901517969718245,1.901156295941453e-05,0.14328734737290427,8.236036781431033e-05,0.0001057732934851563,3.14149717435788,4.712920038706514
ans,J2,J3,Converge,Energy,Sigma,gap,L,A1,A2,A3,B1,B2,phiA1,phiB2
cb1,0.3,-0.15,False,-0.47155470552937173,1.0760281502775056e-05,0.0028371784156673214,0.7227698405416051,0.5167078205901736,0.1608096919235208,0.25513038966480356,0.18454092757483528,0.010000272593111814,1.917226148545896,3.7213375586572304
