ans,J2,J3,Converge,Energy,Sigma,gap,L,A1,A3,B1,B2,B3,phiA3
3x3_1,-0.15,0.22500000000000003,True,-0.5306985559222341,2.4064208805941153e-09,0.004175958614134861,0.8711431392130928,0.5193952606082537,0.3858086738021893,0.20566795429906434,0.4002816057660279,0.16069611095256792,6.282313712736414
ans,J2,J3,Converge,Energy,Sigma,gap,L,A1,A2,B1,B2,B3,phiA2
q0_1,-0.15,0.22500000000000003,True,-0.46118617711474347,1.0535118741013849e-09,0.004688283575331906,0.6842507605866072,0.5024789844179699,0.12341327180071415,0.1471308370442433,0.17131164633495616,0.1448164768231132,3.1403592921068006
ans,J2,J3,Converge,Energy,Sigma,gap,L,A1,A2,A3,B1,B2,phiA1,phiB2
cb1,-0.15,0.22500000000000003,True,-0.530244603945727,2.8408795429113385e-09,0.0022301745680086606,0.8712267559584043,0.5166584042605242,0.11480366984172197,0.42753216970285635,0.19978769853002226,0.3607971852191184,1.9394187668705758,5.29981688365905
ans,J2,J3,Converge,Energy,Sigma,gap,L,A1,A2,A3,B1,B2,phiB1,phiA2
cb2,-0.15,0.22500000000000003,False,-0.505489465028805,0.013366460601652336,0.13920210054026666,0.7780814666133504,0.5027308978604236,1.9682678730925662e-05,4.258115154920361e-08,6.102190460083312e-05,4.467265057872538e-09,4.711808614174467,4.712248607010986
ans,J2,J3,Converge,Energy,Sigma,gap,L,A1,A2,B1,B2,B3,phiB1,phiB2
oct,-0.15,0.22500000000000003,False,-0.5189105099521809,8.225533156820433e-10,0.013765510336089378,0.8226173964439633,0.5028582115507746,1.9773778956566623e-05,1.1183842106299302e-05,0.20956635965156406,3.19789473137988e-05,1.5709136866570035,0.0008158377607201395
