ans,J2,J3,Converge,Energy,Sigma,gap,L,A1,A3,B1,B2,B3,phiA3
3x3_1,0.07500000000000001,-0.22499999999999998,True,-0.4538907053384164,1.063050896408437e-09,0.018387967333166517,0.6693815915296958,0.5062417876512995,0.14575137042611425,0.15394436391202573,0.23379449145689285,0.08675449921840803,6.282756633752053
ans,J2,J3,Converge,Energy,Sigma,gap,L,A1,A2,B1,B2,B3,phiA2
q0_1,0.07500000000000001,-0.22499999999999998,True,-0.49388383925060675,6.890388311705508e-10,0.001750094972677423,0.7987142539908492,0.5236795999140318,0.32058702596187105,0.21431857670410506,0.21402704264243255,0.3573248682488908,3.1418102001866064
ans,J2,J3,Converge,Energy,Sigma,gap,L,A1,A2,A3,B1,B2,phiA1,phiB2
cb1,0.07500000000000001,-0.22499999999999998,True,-0.4536298861392937,8.240708854496516e-10,0.039141813224534805,0.6671908247176668,0.5056444312005984,0.07213433211010405,0.15439452359672345,0.15226560353601673,0.21253118055059822,1.9871075178175392,5.229734955710258
ans,J2,J3,Converge,Energy,Sigma,gap,L,A1,A2,A3,B1,B2,phiB1,phiA2
cb2,0.07500000000000001,-0.22499999999999998,False,-0.5079993772530482,0.004517076036045087,0.12896690379302705,0.7852512492009847,0.5025997343320617,0.15277468942451722,1.3901425677254053e-08,3.048378699077592e-06,9.801014805299602e-09,4.712353991588771,3.1412412614674117
