ans,J2,J3,Converge,Energy,Sigma,gap,L,A1,A3,B1,B2,B3,phiA3
3x3_1,0.07500000000000001,0.14999999999999997,True,-0.46580033254589764,1.9275874386991825e-09,0.01417653003640412,0.7019994231373504,0.513980844173305,0.2639489304313959,0.17047847696569168,0.2998589173059323,0.09574421496041176,0.0015138038192246822
ans,J2,J3,Converge,Energy,Sigma,gap,L,A1,A2,B1,B2,B3,phiA2
q0_1,0.07500000000000001,0.14999999999999997,True,-0.46108579921576703,1.3483276509015958e-09,0.003274063931228502,0.6943036021020218,0.5144954184774809,0.20365888961184153,0.1762609363856295,0.18291464436824562,0.22207312306206242,3.1423154925476178
ans,J2,J3,Converge,Energy,Sigma,gap,L,A1,A2,A3,B1,B2,phiA1,phiB2
cb1,0.07500000000000001,0.14999999999999997,True,-0.474646794560312,6.677101862948394e-10,0.0031856151478592202,0.7333424782271245,0.5189651485393864,0.13468675040599076,0.3294749057774021,0.18565253170351162,0.3062433699034389,1.934069033535516,5.270289676921334
ans,J2,J3,Converge,Energy,Sigma,gap,L,A1,A2,A3,B1,B2,phiB1,phiA2
cb2,0.07500000000000001,0.14999999999999997,False,-0.5080278897350564,0.0035103063544916807,0.1294353943655524,0.7849315213658346,0.5026206040828671,0.1456150313309128,1.4503606426963245e-08,4.148678001830719e-06,2.965259052190028e-08,4.712250861010943,3.1432437854011073
ans,J2,J3,Converge,Energy,Sigma,gap,L,A1,A2,B1,B2,B3,phiB1,phiB2
oct,0.07500000000000001,0.14999999999999997,False,-0.5060606835100531,2.625972003766299e-09,0.0167665236720656,0.7915028545582096,0.5030249076932743,0.00010508194789216052,2.2986301836669387e-05,0.0005093949477484871,6.272393576042812e-05,1.5709930432710486,1.5681141487841215
