ans,J2,J3,Converge,Energy,Sigma,gap,L,A1,A3,B1,B2,B3,phiA3
3x3_1,-0.22499999999999998,0.07500000000000001,False,-0.5280698389805495,1.133891509330918e-09,0.0035885736849285343,0.8684838889384974,0.5232725513141475,1.2479728136893797e-05,0.21038355985879426,0.3977068227824221,0.17179656237886018,1.5705294265691747
ans,J2,J3,Converge,Energy,Sigma,gap,L,A1,A2,B1,B2,B3,phiA2
q0_1,-0.22499999999999998,0.07500000000000001,True,-0.4668684522806586,1.5459662379367707e-10,0.0036604855181389746,0.6991231080093646,0.5035135246524203,0.13219202381133277,0.14928316777989603,0.17796109596719722,0.163165376657401,3.1419773119153502
ans,J2,J3,Converge,Energy,Sigma,gap,L,A1,A2,A3,B1,B2,phiA1,phiB2
cb1,-0.22499999999999998,0.07500000000000001,True,-0.5222800688966713,1.3998225630648593e-09,0.0023473997647846666,0.8489043090646099,0.5183855236055056,0.10181538678490243,0.3903341164135449,0.19595820285514984,0.34915710536043687,1.9466565032881982,5.2948669747612715
ans,J2,J3,Converge,Energy,Sigma,gap,L,A1,A2,A3,B1,B2,phiB1,phiA2
cb2,-0.22499999999999998,0.07500000000000001,False,-0.5006013315983332,0.024885225258934274,0.13342134986617737,0.7752654541479188,0.5025057096026083,8.044939243972982e-05,0.17752157294551474,4.759350619890079e-05,6.552557108019386e-10,4.711983644145585,4.7116779246437295
ans,J2,J3,Converge,Energy,Sigma,gap,L,A1,A2,B1,B2,B3,phiB1,phiB2
oct,-0.22499999999999998,0.07500000000000001,False,-0.45697656495689754,2.671886919209757e-09,0.03363468585507666,0.6818973593643957,0.49902054647085486,3.345220494582746e-05,0.14329017182165008,0.00012440471709471157,0.00018012143969814431,3.1412300291019535,4.713110591351679
