ans,J2,J3,Converge,Energy,Sigma,gap,L,A1,A3,B1,B2,B3,phiA3
3x3_1,-0.07500000000000001,0.14999999999999997,True,-0.5000370737507464,2.333369924512904e-09,0.005042980694470855,0.7947711261750222,0.5204972307152458,0.3424346900168227,0.19596630597776188,0.36975332500505664,0.14333618211020843,6.282364960687686
ans,J2,J3,Converge,Energy,Sigma,gap,L,A1,A2,B1,B2,B3,phiA2
q0_1,-0.07500000000000001,0.14999999999999997,True,-0.4613774629259959,1.3159735573539854e-09,0.0038929737100074683,0.6881255131859678,0.5071683945145015,0.15211671085395673,0.1576268781523863,0.17610623225314956,0.1743020909489213,3.139989377176924
ans,J2,J3,Converge,Energy,Sigma,gap,L,A1,A2,A3,B1,B2,phiA1,phiB2
cb1,-0.07500000000000001,0.14999999999999997,True,-0.5013844131526533,3.2430984011899543e-09,0.002609524270640977,0.8001351849749683,0.5192529483484407,0.11006865833165946,0.38142982447531715,0.19362856611800885,0.33786837815226484,1.9424589536932508,5.289098803325572
ans,J2,J3,Converge,Energy,Sigma,gap,L,A1,A2,A3,B1,B2,phiB1,phiA2
cb2,-0.07500000000000001,0.14999999999999997,False,-0.4599921518038526,0.005575111717367608,0.14022001823119634,0.6815569006239071,0.499428535506305,6.4984052330741e-05,5.4987934927641646e-08,0.13877525290992135,8.615048477378373e-08,3.141910345508222,1.5732887417975854
ans,J2,J3,Converge,Energy,Sigma,gap,L,A1,A2,B1,B2,B3,phiB1,phiB2
oct,-0.07500000000000001,0.14999999999999997,False,-0.4618399471472919,1.5745629730328103e-09,0.026050440865926863,0.6943332877411003,0.49988043851209923,1.2535298404976428e-05,0.14649762676385691,0.18262971885662052,1.2007680850925926e-05,3.1413000020404303,0.00010277289711592661
