ans,J2,J3,Converge,Energy,Sigma,gap,L,A1,A3,B1,B2,B3,phiA3
3x3_1,-0.07500000000000001,0.0,True,-0.48771264202007925,4.247856345899268e-10,0.0051417854376347,0.7630304121190578,0.5210781309464443,0.0,0.19165119392853192,0.3475544142319709,0.0,0.0
ans,J2,J3,Converge,Energy,Sigma,gap,L,A1,A2,B1,B2,B3,phiA2
q0_1,-0.07500000000000001,0.0,True,-0.46710680838270857,1.4167488165566136e-09,0.0028685178252921156,0.707182306495161,0.5122106074123832,0.1872592992293419,0.1696483807472665,0.18635706997523452,0.0,3.1398227723895316
ans,J2,J3,Converge,Energy,Sigma,gap,L,A1,A2,A3,B1,B2,phiA1,phiB2
cb1,-0.07500000000000001,0.0,True,-0.4833166589807846,4.484219203967269e-10,0.0035890716880245905,0.7488835880467899,0.5184163778194819,0.09406886461140632,0.0,0.18264368462566827,0.3039037504414728,1.9538151744616605,5.273319396100152
ans,J2,J3,Converge,Energy,Sigma,gap,L,A1,A2,A3,B1,B2,phiB1,phiA2
cb2,-0.07500000000000001,0.0,False,-0.4599920271361644,0.003517220938336463,0.14015664436424227,0.681348873467783,0.4993605572681696,2.0070555536988444e-06,0.0,0.1389462786159563,1.4197530290305238e-08,3.141558654740091,1.571372945540993
ans,J2,J3,Converge,Energy,Sigma,gap,L,A1,A2,B1,B2,B3,phiB1,phiB2
oct,-0.07500000000000001,0.0,False,-0.46183994123035454,6.890287290287069e-10,0.026042481910848216,0.694334057211848,0.4998804896862027,5.1047553093278115e-05,0.1464983511294666,0.18264617690063947,0.0,3.1416211443283824,6.2827663185876315
