J2,J3,Energy,Sigma,A1,A2,A3,L,mL
-0.3,-0.3,-0.8260909074662417,1.6302150903687044e-09,0.524659347534179,0.0,0.0,1.816366059573683,1.8163550674107647
-0.3,-0.2875,-0.8229659074662418,1.6302150903687044e-09,0.524659347534179,0.0,0.0,1.816366059573683,1.8163550674107647
-0.3,-0.27499999999999997,-0.8198409074662417,1.6302150903687044e-09,0.524659347534179,0.0,0.0,1.816366059573683,1.8163550674107647
-0.3,-0.26249999999999996,-0.8167159074662418,1.6302150903687044e-09,0.524659347534179,0.0,0.0,1.816366059573683,1.8163550674107647
-0.3,-0.24999999999999994,-0.8135909074662417,1.6302150903687044e-09,0.524659347534179,0.0,0.0,1.816366059573683,1.8163550674107647
-0.3,-0.23749999999999993,-0.8104659074662417,1.6302150903687044e-09,0.524659347534179,0.0,0.0,1.816366059573683,1.8163550674107647
-0.3,-0.22499999999999992,-0.8073409074662418,1.6302150903687044e-09,0.524659347534179,0.0,0.0,1.816366059573683,1.8163550674107647
-0.3,-0.2124999999999999,-0.8042159074662417,1.6302150903687044e-09,0.524659347534179,0.0,0.0,1.816366059573683,1.8163550674107647
-0.3,-0.1999999999999999,-0.8010909074662417,1.6302150903687044e-09,0.524659347534179,0.0,0.0,1.816366059573683,1.8163550674107647
-0.3,-0.1874999999999999,-0.7979659074662417,1.6302150903687044e-09,0.524659347534179,0.0,0.0,1.816366059573683,1.8163550674107647
-0.3,-0.17499999999999988,-0.7948409074662417,1.6302150903687044e-09,0.524659347534179,0.0,0.0,1.816366059573683,1.8163550674107647
-0.3,-0.16249999999999987,-0.7917159074662417,1.6302150903687044e-09,0.524659347534179,0.0,0.0,1.816366059573683,1.8163550674107647
-0.3,-0.14999999999999986,-0.7885909074662417,1.6302150903687044e-09,0.524659347534179,0.0,0.0,1.816366059573683,1.8163550674107647
-0.3,-0.13749999999999984,-0.7854659074662417,1.6302150903687044e-09,0.524659347534179,0.0,0.0,1.816366059573683,1.8163550674107647
-0.3,-0.12499999999999983,-0.7823409074662417,1.6302150903687044e-09,0.524659347534179,0.0,0.0,1.816366059573683,1.8163550674107647
-0.3,-0.11249999999999982,-0.7792159074662417,1.6302150903687044e-09,0.524659347534179,0.0,0.0,1.816366059573683,1.8163550674107647
-0.3,-0.09999999999999981,-0.7760909074662417,1.6302150903687044e-09,0.524659347534179,0.0,0.0,1.816366059573683,1.8163550674107647
-0.3,-0.0874999999999998,-0.7729659074662417,1.6302150903687044e-09,0.524659347534179,0.0,0.0,1.816366059573683,1.8163550674107647
-0.3,-0.07499999999999979,-0.7698409074662417,1.6302150903687044e-09,0.524659347534179,0.0,0.0,1.816366059573683,1.8163550674107647
-0.3,-0.06249999999999978,-0.7667159074662417,1.6302150903687044e-09,0.524659347534179,0.0,0.0,1.816366059573683,1.8163550674107647
-0.3,-0.04999999999999977,-0.7635909074662417,1.6302150903687044e-09,0.524659347534179,0.0,0.0,1.816366059573683,1.8163550674107647
-0.3,-0.037499999999999756,-0.7604659074662417,1.6302150903687044e-09,0.524659347534179,0.0,0.0,1.816366059573683,1.8163550674107647
-0.3,-0.024999999999999745,-0.7573409074662417,1.6302150903687044e-09,0.524659347534179,0.0,0.0,1.816366059573683,1.8163550674107647
-0.3,-0.012499999999999734,-0.7542159074662417,1.6302150903687044e-09,0.524659347534179,0.0,0.0,1.816366059573683,1.8163550674107647
-0.3,2.7755575615628914e-16,-0.7510909074662416,1.6302150903687044e-09,0.524659347534179,0.0,0.0,1.816366059573683,1.8163550674107647
-0.3,0.012500000000000289,-0.7479659074662417,1.6302150903687044e-09,0.524659347534179,0.0,0.0,1.816366059573683,1.8163550674107647
-0.3,0.0250000000000003,-0.7448409074662417,1.6302150903687044e-09,0.524659347534179,0.0,0.0,1.816366059573683,1.8163550674107647
-0.3,0.03750000000000031,-0.7417159074662416,1.6302150903687044e-09,0.524659347534179,0.0,0.0,1.816366059573683,1.8163550674107647
-0.3,0.05000000000000032,-0.7385909074662417,1.6302150903687044e-09,0.524659347534179,0.0,0.0,1.816366059573683,1.8163550674107647
-0.3,0.06250000000000033,-0.7354659074662416,1.6302150903687044e-09,0.524659347534179,0.0,0.0,1.816366059573683,1.8163550674107647
-0.3,0.07500000000000034,-0.7323409074662417,1.6302150903687044e-09,0.524659347534179,0.0,0.0,1.816366059573683,1.8163550674107647
-0.3,0.08750000000000036,-0.7292159074662417,1.6302150903687044e-09,0.524659347534179,0.0,0.0,1.816366059573683,1.8163550674107647
-0.3,0.10000000000000037,-0.7260909074662416,1.6302150903687044e-09,0.524659347534179,0.0,0.0,1.816366059573683,1.8163550674107647
-0.3,0.11250000000000038,-0.7229659074662417,1.6302150903687044e-09,0.524659347534179,0.0,0.0,1.816366059573683,1.8163550674107647
-0.3,0.1250000000000004,-0.7198409074662416,1.6302150903687044e-09,0.524659347534179,0.0,0.0,1.816366059573683,1.8163550674107647
-0.3,0.1375000000000004,-0.7167159074662417,1.6302150903687044e-09,0.524659347534179,0.0,0.0,1.816366059573683,1.8163550674107647
-0.3,0.1500000000000004,-0.7135909074662417,1.6302150903687044e-09,0.524659347534179,0.0,0.0,1.816366059573683,1.8163550674107647
-0.3,0.16250000000000042,-0.7104659074662416,1.6302150903687044e-09,0.524659347534179,0.0,0.0,1.816366059573683,1.8163550674107647
-0.3,0.17500000000000043,-0.7073409074662417,1.6302150903687044e-09,0.524659347534179,0.0,0.0,1.816366059573683,1.8163550674107647
