ans,J2,J3,Energy,Sigma,gap,L,A1,A3,B1,B2,B3
3x3,-0.3,0.14999999999999997,-0.5727786658295303,6.598914584507895e-09,0.0024360116476043955,0.9756286806242401,0.5198042055512588,-0.4004973272402541,0.21859307746734785,0.4263871027432092,-0.18622722670562517
A1,A3,B1,B2,B3
7.583711436609519,1.9493295866368499,-2.7861046802968303,2.965849787983643,-0.3133049375492192
