ans,J2,J3,Energy,Sigma,gap,L,A1,A3,B1,B2,B3
3x3,-0.22499999999999998,-0.3,-0.5079823686174553,2.1772164641103353e-08,0.002579622726822285,0.8177712831046895,0.5224964674212992,-0.28901890882504144,0.20364394110621079,0.36886706732032826,-0.1701328103861365
A1,A3,B1,B2,B3
4.346967230617338,-0.8200107259881406,-4.7624126864320715,3.230860023961668,0.16919798895287386
