ans,J2,J3,Energy,Sigma,L,A1,A3,B1,B2,B3
3x3,-0.01,-0.035,-0.4708345999045476,3.989451338621119e-11,0.7173448721889188,0.5167298455755545,0.24788083665144867,0.1780592336114576,0.3083473645370727,0.11652962802084688
A1,A3,B1,B2,B3
3.757494315059347,-0.07710498905792273,-5.9137694739436215,0.03808064974879462,0.06755707104830545
ans,J2,J3,Energy,Sigma,L,A1,A2,A3,B1,B2,phiA1
cb1,-0.01,-0.035,-0.4694974170392991,1.597021149534827e-11,0.7115708814895456,0.515511865258942,0.03927510861461746,0.25997623858292446,0.17323250443417734,0.1425872988634828,1.9603639920812104
A1,A2,A3,B1,B2,phiA1
3.7611580518751375,-0.04019007349135024,-0.07599476603543999,-5.8970051065996305,0.04002354003876793,0.08081924018893893
