ans,J2,J3,Energy,Sigma,L,A1,A3,B1,B2,B3
3x3,0.024999999999999998,-0.015,-0.46541986119980006,4.655472258730035e-12,0.7020632815652285,0.5145851332361508,0.23235251388956557,0.17212013332441503,0.2926258696260905,0.10528962752131873
A1,A3,B1,B2,B3
3.8165026688082295,-0.030864200083660913,-5.774769551585252,-0.10730305534171976,0.02947642130373899
ans,J2,J3,Energy,Sigma,L,A1,A2,A3,B1,B2,phiA1
cb1,0.024999999999999998,-0.015,-0.46956947560470913,1.713428430557537e-11,0.7122317735901591,0.5156923974843926,0.04039473370522068,0.2643344042267236,0.17369257487617343,0.14169021877671875,1.9477609095055
A1,A2,A3,B1,B2,phiA1
4.059252933101608,0.09631184738603987,-0.031197266995368143,-5.628109090028492,-0.1030286966878682,0.08476023771762525
