ans,J2,J3,Converge,Energy,Sigma,gap,L,A1,A3,B1,B2,B3,phiB1,phiB2,phiA3
3x3_1,0.22500000000000003,-0.3,True,-0.44108677105010635,2.3789112773649685e-09,0.08600669091583205,0.6386587968252423,0.495836983915375,0.07664903366416305,0.133932134347674,0.17615895683899646,-0.057091797655553285,3.1417182864926705,-0.00027125669434631275,3.134345457524919
