ans,J2,J3,Converge,Energy,Sigma,gap,L,A1,A3,B1,B2,B3,phiB1,phiB2,phiA3
3x3_1,-0.15,-0.15,True,-0.30764559481914083,2.9092695163174822e-09,0.0016818026657356845,0.6232724028110106,0.4070054183529543,0.18070324506510219,0.13348741303379164,0.22847774980815286,-0.0897914549666438,3.1413167068751284,-1.7569378697632427e-05,3.1400726681880102
